meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Olympic Games Tokyo 2020,03:43.67,24/07/2021,Men 400 Freestyle LCM Male,GER,Germany,"MUHLLEITNER, Henning Bennet",M,15/07/1997,,,74,74,952,Tokyo,JPN
2013 EnergyAustralia Swimming,03:43.71,26/04/2013,Men 400 Freestyle LCM Male,AUS,Australia,"MCKEON, David",M,25/07/1992,,,75,75,951,Adelaide,AUS
Australian National Championships (50m),03:43.72,01/04/2014,Men 400 Freestyle LCM Male,AUS,Australia,"MCKEON, David",M,25/07/1992,,,76,76,951,Brisbane,AUS
57th International Trophy “Settecolli”,03:43.73,11/08/2020,Men 400 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,29/08/1994,,,77,77,951,Rome,ITA
National Swimming Championships 2019 (50m),03:43.73,24/03/2019,Men 400 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,01/12/1991,,,77,78,951,Qingdao,CHN
16th FINA World Championships 2015,03:43.75,02/08/2015,Men 400 Freestyle LCM Male,GBR,Great Britain,"GUY, James",M,26/11/1995,,,79,79,951,Kazan,RUS
21st Commonwealth Games 2018,03:43.76,05/04/2018,Men 400 Freestyle LCM Male,AUS,Australia,"HORTON, Mack",M,25/04/1996,,,80,80,951,Gold Coast,AUS
13th FINA World Championships 2009,03:43.78,26/07/2009,Men 400 Freestyle LCM Male,TUN,Tunisia,"MELLOULI, Ous",M,16/02/1984,,,81,81,,Rome,ITA
National Swimming Championships 2019 (50m),03:43.79,24/03/2019,Men 400 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,01/12/1991,,,82,82,950,Qingdao,CHN
US Olympic Team Trials - Swimming,03:43.79,26/06/2016,Men 400 Freestyle LCM Male,USA,United States of America,"JAEGER, Connor",M,30/04/1991,,,82,83,950,Omaha,USA
7th FINA World Championships 1994,03:43.80,05/09/1994,Men 400 Freestyle LCM Male,AUS,Australia,"PERKINS, Kieren",M,14/08/1973,,,84,84,,Rome,ITA
19th FINA World Championships Budapest 2022,03:43.83,18/06/2022,Men 400 Freestyle LCM Male,AUT,Austria,"AUBOECK, Felix",M,19/12/1996,,,85,85,950,Budapest,HUN
Olympic Games Rio 2016,03:43.84,06/08/2016,Men 400 Freestyle LCM Male,AUS,Australia,"HORTON, Mack",M,25/04/1996,,,86,86,950,Rio de Janeiro,BRA
British Championships 2016,03:43.84,12/04/2016,Men 400 Freestyle LCM Male,GBR,Great Britain,"GUY, James",M,26/11/1995,,,86,87,950,Glasgow,GBR
Olympic Games Beijing 2008,03:43.84,10/08/2008,Men 400 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,09/05/1980,,,86,88,984,Beijing,CHN
17th FINA World Championships 2017,03:43.85,23/07/2017,Men 400 Freestyle LCM Male,AUS,Australia,"HORTON, Mack",M,25/04/1996,,,89,89,950,Budapest,HUN
French National Championships (50m),03:43.85,23/03/2011,Men 400 Freestyle LCM Male,FRA,France,"AGNEL, Yannick",M,09/06/1992,,,89,90,950,Strasburg,FRA
McDonald’s Queensland Championships 2020,03:43.90,14/12/2020,Men 400 Freestyle LCM Male,AUS,Australia,"WINNINGTON, Elijah",M,05/05/2000,,,91,91,949,Brisbane,AUS
Japan Swim 2014,03:43.90,10/04/2014,Men 400 Freestyle LCM Male,JPN,Japan,"HAGINO, Kosuke",M,15/08/1994,,,91,92,949,Tokyo,JPN
Olympic Games Tokyo 2020,03:43.91,24/07/2021,Men 400 Freestyle LCM Male,AUT,Austria,"AUBOECK, Felix",M,19/12/1996,,,93,93,949,Tokyo,JPN
FINA Swimming World Cup 2019,03:43.91,08/08/2019,Men 400 Freestyle LCM Male,LTU,Lithuania,"RAPSYS, Danas",M,21/05/1995,,,93,94,949,Jinan,CHN
Hancock Prospecting Australian Swimming Trials 2021,03:43.92,12/06/2021,Men 400 Freestyle LCM Male,AUS,Australia,"HORTON, Mack",M,25/04/1996,,,95,95,949,Adelaide,AUS
17th FINA World Championships 2017,03:43.93,23/07/2017,Men 400 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,29/08/1994,,,96,96,949,Budapest,HUN
Olympic Games Tokyo 2020,03:43.94,25/07/2021,Men 400 Freestyle LCM Male,USA,United States of America,"SMITH, Kieran",M,20/05/2000,,,97,97,949,Tokyo,JPN
Olympic Games Rio 2016,03:43.95,06/08/2016,Men 400 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,29/08/1994,,,98,98,948,Rio de Janeiro,BRA
2014 NSW State Open Championships,03:43.96,28/02/2014,Men 400 Freestyle LCM Male,KOR,Republic of Korea,"PARK, Taehwan",M,27/09/1989,,,99,99,948,Sydney,AUS
Italian National Championships (50m),03:43.97,21/04/2016,Men 400 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,29/08/1994,,,100,100,948,Riccione,ITA
Chinese National Championships (50m),03:43.97,22/09/2012,Men 400 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,01/12/1991,,,100,101,948,Huangshan,CHN
Olympic Games Beijing 2008,03:43.97,10/08/2008,Men 400 Freestyle LCM Male,RUS,Russian Federation,"PRILUKOV, Yuriy",M,14/06/1984,,,100,102,982,Beijing,CHN
Olympic Games Rio 2016,03:44.01,06/08/2016,Men 400 Freestyle LCM Male,USA,United States of America,"DWYER, Conor",M,10/01/1989,,,103,103,948,Rio de Janeiro,BRA
European Championships 2016,03:44.01,16/05/2016,Men 400 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,29/08/1994,,,103,104,948,London,GBR
Olympic Games Beijing 2008,03:44.03,09/08/2008,Men 400 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,09/05/1980,,,105,105,982,Beijing,CHN
Australian National Championships (50m),03:44.06,18/05/2022,Men 400 Freestyle LCM Male,AUS,Australia,"HORTON, Mack",M,25/04/1996,,,106,106,947,Adelaide,AUS
Olympic Games Tokyo 2020,03:44.07,25/07/2021,Men 400 Freestyle LCM Male,GER,Germany,"MUHLLEITNER, Henning Bennet",M,15/07/1997,,,107,107,947,Tokyo,JPN
Olympic Games Tokyo 2020,03:44.07,25/07/2021,Men 400 Freestyle LCM Male,AUT,Austria,"AUBOECK, Felix",M,19/12/1996,,,107,108,947,Tokyo,JPN
FINA Champions Swim Series 2020,03:44.07,15/01/2020,Men 400 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,01/12/1991,,,107,109,947,Shenzen,CHN
20th Commonwealth Games 2014,03:44.09,24/07/2014,Men 400 Freestyle LCM Male,AUS,Australia,"MCKEON, David",M,25/07/1992,,,110,110,947,Glasgow,GBR
18th FINA World Championships 2019,03:44.10,21/07/2019,Men 400 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,01/12/1991,,,111,111,947,Gwangju,KOR
