meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
US National Championships (50m),01:54.84,28/06/2017,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,49,49,952,Indianapolis,USA
13th Pan Pacific Championships 2018,01:54.85,09/08/2018,Women 200 Freestyle LCM Female,JPN,Japan,"IKEE, Rikako",F,04/07/2000,,,50,50,951,Tokyo,JPN
21st Commonwealth Games 2018,01:54.85,05/04/2018,Women 200 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,07/09/2000,,,50,51,951,Gold Coast,AUS
2016 Atlanta Classic Swim Meet,01:54.85,13/05/2016,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,50,52,951,Atlanta,USA
Swim Open Stockholm,01:54.87,30/03/2016,Women 200 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,53,53,951,Stockholm,SWE
French National Championships (50m),01:54.87,18/03/2012,Women 200 Freestyle LCM Female,FRA,France,"MUFFAT, Camille",F,28/10/1989,,,53,54,951,Dunkerke,FRA
US Olympic Team Trials - Swimming,01:54.88,29/06/2016,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,55,55,951,Omaha,USA
64th Festival of Sport - Swimming Time Trial 2021 (50m),01:54.89,18/04/2021,Women 200 Freestyle LCM Female,HKG,"Hong Kong, China","HAUGHEY, Siobhan Bernadette",F,31/10/1997,,,56,56,950,Hong Kong,HKG
19th FINA World Championships Budapest 2022,01:54.92,21/06/2022,Women 200 Freestyle LCM Female,CHN,People's Republic of China,"YANG, Junxuan",F,26/01/2002,,,57,57,950,Budapest,HUN
Olympic Games Rio 2016,01:54.92,09/08/2016,Women 200 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,57,58,950,Rio de Janeiro,BRA
