meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Olympic Games London 2012,02:20.92,02/08/2012,Women 200 Breaststroke LCM Female,RUS,Russian Federation,"EFIMOVA, Yuliya",F,03/04/1992,,,39,39,983,London,GBR
Japan Open 2016,02:20.93,22/05/2016,Women 200 Breaststroke LCM Female,JPN,Japan,"KANETO, Rie",F,08/09/1988,,,40,40,961,Tokyo,JPN
13th FINA World Championships 2009,02:20.93,30/07/2009,Women 200 Breaststroke LCM Female,USA,United States of America,"SONI, Rebecca",F,18/03/1987,,,40,41,,Rome,ITA
14th FINA World Championships 2011,02:21.03,28/07/2011,Women 200 Breaststroke LCM Female,USA,United States of America,"SONI, Rebecca",F,18/03/1987,,,42,42,980,Shanghai,CHN
Japan Swim 2016,02:21.05,08/04/2016,Women 200 Breaststroke LCM Female,JPN,Japan,"KANETO, Rie",F,08/09/1988,,,43,43,959,Tokyo,JPN
US Olympic Team Trials - Wave II,02:21.07,18/06/2021,Women 200 Breaststroke LCM Female,USA,United States of America,"LAZOR, Annie",F,17/08/1994,,,44,44,958,Omaha,USA
European Junior Swimming Championships 2019,02:21.07,04/07/2019,Women 200 Breaststroke LCM Female,RUS,Russian Federation,"CHIKUNOVA, Evgeniia",F,17/11/2004,,,44,45,958,Kazan,RUS
Japan Swim 2014,02:21.09,10/04/2014,Women 200 Breaststroke LCM Female,JPN,Japan,"WATANABE, Kanako",F,15/11/1996,,,46,46,958,Tokyo,JPN
US Olympic Team Trials,02:21.13,25/06/2012,Women 200 Breaststroke LCM Female,USA,United States of America,"SONI, Rebecca",F,18/03/1987,,,47,47,978,Omaha,USA
16th FINA World Championships 2015,02:21.15,07/08/2015,Women 200 Breaststroke LCM Female,JPN,Japan,"WATANABE, Kanako",F,15/11/1996,,,48,48,957,Kazan,RUS
