meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Championnat de France Open d'été,27.66,21/07/2021,Women 50 Backstroke LCM Female,FRA,France,"PIGREE, Analia",F,31/07/2001,,,172,173,928,Dunkerke,FRA
Chinese Summer National Championships (50m),27.66,14/06/2019,Women 50 Backstroke LCM Female,CHN,People's Republic of China,"FU, Yuanhui",F,07/01/1996,,,172,174,928,Gangzhou,CHN
Russian National Championships (50m),27.66,10/04/2019,Women 50 Backstroke LCM Female,RUS,Russian Federation,"KAMENEVA, Mariia",F,27/05/1999,,,172,175,928,Moscow,RUS
Mare Nostrum -  35th Meeting International de Natation de Monte Carlo 2017,27.66,11/06/2017,Women 50 Backstroke LCM Female,AUS,Australia,"BARRATT, Holly",F,01/01/1988,,,172,176,936,Monaco,MON
16th FINA World Championships 2015,27.66,06/08/2015,Women 50 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,05/06/1992,,,172,177,936,Kazan,RUS
16th FINA World Championships 2015,27.66,05/08/2015,Women 50 Backstroke LCM Female,CHN,People's Republic of China,"FU, Yuanhui",F,07/01/1996,,,172,178,936,Kazan,RUS
17th Asian Games 2014,27.66,23/09/2014,Women 50 Backstroke LCM Female,CHN,People's Republic of China,"FU, Yuanhui",F,07/01/1996,,,172,179,936,Incheon,KOR
13th FINA World Championships 2009,27.66,29/07/2009,Women 50 Backstroke LCM Female,CHN,People's Republic of China,"GAO, Chang",F,29/01/1987,,,172,180,,Rome,ITA
British Swimming Glasgow Open Meet,27.67,04/06/2021,Women 50 Backstroke LCM Female,GBR,Great Britain,"DAWSON, Kathleen",F,03/10/1997,,,181,181,927,Glasgow,GBR
Mare Nostrum - 38th Meeting International de Natation de Monte Carlo 2021,27.67,30/05/2021,Women 50 Backstroke LCM Female,NED,Netherlands,"TOUSSAINT, Kira",F,22/05/1994,,,181,182,927,Monaco,MON
Chinese Nationals,27.67,13/04/2018,Women 50 Backstroke LCM Female,CHN,People's Republic of China,"WANG, Xueer",F,15/01/1998,,,181,183,935,Shanxi,CHN
Chinese National Championships (50m),27.67,13/04/2018,Women 50 Backstroke LCM Female,CHN,People's Republic of China,"WANG, Xueer",F,15/01/1998,,,181,184,935,Taiyuan,CHN
Mare Nostrum -  35th Meeting International de Natation de Monte Carlo 2017,27.67,11/06/2017,Women 50 Backstroke LCM Female,BLR,Belarus,"HERASIMENIA, Aliaksandra",F,31/12/1985,,,181,185,935,Monaco,MON
Mare Nostrum -  35th Meeting International de Natation de Monte Carlo 2017,27.67,11/06/2017,Women 50 Backstroke LCM Female,AUS,Australia,"BARRATT, Holly",F,01/01/1988,,,181,186,935,Monaco,MON
53th International Trophy “Settecolli”,27.67,24/06/2016,Women 50 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,181,187,935,Rome,ITA
16th FINA World Championships 2015,27.67,05/08/2015,Women 50 Backstroke LCM Female,CHN,People's Republic of China,"LIU, Xiang",F,01/09/1996,,,181,188,935,Kazan,RUS
Chinese National Championships (50m),27.67,09/04/2009,Women 50 Backstroke LCM Female,CHN,People's Republic of China,"ZHAO, Jing",F,31/12/1990,,,181,189,,Shaoxing,CHN
Australian National Championships (50m),27.67,23/03/2008,Women 50 Backstroke LCM Female,AUS,Australia,"EDINGTON, Sophie",F,12/12/1984,,,181,190,1036,Sydney,AUS
FINA Swimming World Cup 2019,27.68,04/10/2019,Women 50 Backstroke LCM Female,NED,Netherlands,"TOUSSAINT, Kira",F,22/05/1994,,,191,191,926,Budapest,HUN
18th Asian Games 2018,27.68,21/08/2018,Women 50 Backstroke LCM Female,CHN,People's Republic of China,"FU, Yuanhui",F,07/01/1996,,,191,192,934,Jakarta,INA
Energy for Swim 2017,27.68,08/08/2017,Women 50 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,05/06/1992,,,191,193,934,Rome,ITA
FINA/airweave Swimming World Cup 2015,27.68,29/09/2015,Women 50 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,05/06/1992,,,191,194,934,Beijing,CHN
